,Name,Publisher,Year_of_Release,Game_Age,Genre,Platform,Platform_Launch_Year,Game_released_xYears_after_Platform,Platform_Death,Years_since_Platform_Discontinued,Platform_Lifespan,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14200,House M.D.,Other,2010,6,Adventure,DS,2004,6,2013,3,9,0.02,0.0,0.0,0.0,0.03
14201,thinkSMART FAMILY!,Other,2010,6,Misc,Wii,2006,4,2016,0,10,0.03,0.0,0.0,0.0,0.03
14202,Ultimate Block Party,505 Games,2004,12,Puzzle,PSP,2004,0,2014,2,10,0.03,0.0,0.0,0.0,0.03
14203,Last Escort: Club Katze,D3Publisher,2010,6,Adventure,PSP,2004,6,2014,2,10,0.0,0.0,0.03,0.0,0.03
14204,Renai Revenge,Other,2015,1,Adventure,PSV,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14205,Stacked with Daniel Negreanu,Other,2006,10,Misc,XB,2001,5,2009,7,8,0.02,0.01,0.0,0.0,0.03
14206,Mahjong 300,Other,2011,5,Puzzle,DS,2004,7,2013,3,9,0.0,0.03,0.0,0.0,0.03
14207,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,Other,2010,6,Adventure,PSP,2004,6,2014,2,10,0.0,0.0,0.03,0.0,0.03
14208,Konami Classics Series: Arcade Hits,Konami Digital Entertainment,2007,9,Misc,DS,2004,3,2013,3,9,0.01,0.0,0.02,0.0,0.03
14209,WRC 5: FIA World Rally Championship,Other,2015,1,Sports,PSV,2011,4,2016,0,5,0.0,0.02,0.0,0.01,0.03
14210,Infinite Stratos 2: Ignition Hearts,Other,2014,2,Adventure,PSV,2011,3,2016,0,5,0.0,0.0,0.03,0.0,0.03
14211,Otometeki Koi Kakumei * Love Revo,Other,2006,10,Adventure,PS2,2000,6,2013,3,13,0.0,0.0,0.03,0.0,0.03
14212,Guitar Hero: World Tour,Other,2009,7,Misc,PC,1977,32,2016,0,39,0.0,0.03,0.0,0.01,0.03
14213,Super Meat Boy: Ultra Edition!,Other,2011,5,Platform,PC,1977,34,2016,0,39,0.0,0.02,0.0,0.01,0.03
14214,Dr. Muto,Midway Games,2002,14,Platform,GC,2001,1,2007,9,6,0.02,0.01,0.0,0.0,0.03
14215,Super Heroine Chronicle,Namco Bandai Games,2014,2,Role-Playing,PS3,2006,8,2016,0,10,0.0,0.0,0.03,0.0,0.03
14216,Otomedius Gorgeous,Konami Digital Entertainment,2008,8,Shooter,X360,2005,3,2016,0,11,0.0,0.0,0.03,0.0,0.03
14217,Egg Mania: Eggstreme Madness,Other,2002,14,Puzzle,PS2,2000,2,2013,3,13,0.02,0.01,0.0,0.0,0.03
14218,Alter Ego,Activision,1985,31,Simulation,PC,1977,8,2016,0,39,0.0,0.03,0.0,0.01,0.03
14219,Kiniro no Corda 3,Tecmo Koei,2010,6,Adventure,PS2,2000,10,2013,3,13,0.0,0.0,0.03,0.0,0.03
14220,Zero Escape: Virtue's Last Reward,Other,2012,4,Adventure,3DS,2011,1,2016,0,5,0.03,0.0,0.0,0.0,0.03
14221,Darkstalkers Resurrection,Capcom,2013,3,Fighting,PS3,2006,7,2016,0,10,0.0,0.0,0.03,0.0,0.03
14222,Transformers: Devastation,Activision,2015,1,Action,PC,1977,38,2016,0,39,0.0,0.03,0.0,0.0,0.03
14223,MotoGP 15,Other,2015,1,Racing,XOne,2013,2,2016,0,3,0.0,0.03,0.0,0.0,0.03
14224,Highschool Terra Story,Other,1998,18,Adventure,SAT,1994,4,2000,16,6,0.0,0.0,0.03,0.0,0.03
14225,Summer Athletics: The Ultimate Challenge,Other,2008,8,Sports,X360,2005,3,2016,0,11,0.02,0.01,0.0,0.0,0.03
14226,The Golf Club,Other,2014,2,Sports,XOne,2013,1,2016,0,3,0.03,0.0,0.0,0.0,0.03
14227,Emergency! Disaster Rescue Squad,Other,2009,7,Simulation,DS,2004,5,2013,3,9,0.03,0.0,0.0,0.0,0.03
14228,Neverwinter Nights,Atari,2002,14,Role-Playing,PC,1977,25,2016,0,39,0.0,0.03,0.0,0.0,0.03
14229,Suggoi! Arcana Heart 2,Other,2009,7,Fighting,PS2,2000,9,2013,3,13,0.0,0.0,0.03,0.0,0.03
14230,Crazy Machines,Other,2008,8,Puzzle,DS,2004,4,2013,3,9,0.0,0.03,0.0,0.0,0.03
14231,Ebikore Photo Kano Kiss ,Other,2015,1,Action,PSV,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14232,East India Company Collection,Other,2010,6,Misc,PC,1977,33,2016,0,39,0.0,0.03,0.0,0.0,0.03
14233,Mother Goose no Himitsu no Yakata,Other,2011,5,Adventure,PSP,2004,7,2014,2,10,0.0,0.0,0.03,0.0,0.03
14234,Fast & Furious: Showdown,Activision,2013,3,Action,X360,2005,8,2016,0,11,0.0,0.03,0.0,0.0,0.03
14235,Winning Post 7 2009,Tecmo Koei,2009,7,Sports,PSP,2004,5,2014,2,10,0.0,0.0,0.03,0.0,0.03
14236,Puzzle & Action: Tant-R,Sega,1994,22,Misc,GEN,1988,6,1997,19,9,0.0,0.0,0.03,0.0,0.03
14237,Code Lyoko: Quest for Infinity,Other,2008,8,Action,PSP,2004,4,2014,2,10,0.03,0.0,0.0,0.0,0.03
14238,The Voice,Activision,2014,2,Action,PS3,2006,8,2016,0,10,0.02,0.0,0.0,0.01,0.03
14239,Digimon World 4,Atari,2005,11,Role-Playing,XB,2001,4,2009,7,8,0.02,0.01,0.0,0.0,0.03
14240,Guilty Gear XX Accent Core Plus,Other,2009,7,Fighting,Wii,2006,3,2016,0,10,0.01,0.02,0.0,0.0,0.03
14241,Kekkaishi: Kokubourou Shuurai,Namco Bandai Games,2008,8,Action,DS,2004,4,2013,3,9,0.0,0.0,0.03,0.0,0.03
14242,Galleon: Islands of Mystery,Other,2004,12,Action,XB,2001,3,2009,7,8,0.02,0.01,0.0,0.0,0.03
14243,Montessori Music,Other,2008,8,Misc,DS,2004,4,2013,3,9,0.01,0.02,0.0,0.0,0.03
14244,World Sports Competition,Other,2009,7,Sports,PS3,2006,3,2016,0,10,0.02,0.0,0.0,0.01,0.03
14245,Shugo Chara! Amunonijiro Chara Change,Konami Digital Entertainment,2008,8,Action,DS,2004,4,2013,3,9,0.0,0.0,0.03,0.0,0.03
14246,Renai 0 Kilometer,Other,2013,3,Adventure,PSP,2004,9,2014,2,10,0.0,0.0,0.03,0.0,0.03
14247,Sunny Garcia Surfing,Ubisoft,2001,15,Sports,PS2,2000,1,2013,3,13,0.02,0.01,0.0,0.0,0.03
14248,Far East of Eden Shinden,Other,1995,21,Fighting,NG,1991,4,1997,19,6,0.0,0.0,0.03,0.0,0.03
14249,Tantei Jinguuji Saburo DS: Kienai Kokoro,Other,2008,8,Adventure,DS,2004,4,2013,3,9,0.0,0.0,0.03,0.0,0.03
14250,Lock On: Modern Air Combat,Ubisoft,2003,13,Simulation,PC,1977,26,2016,0,39,0.0,0.03,0.0,0.01,0.03
14251,MotorHead,Other,1998,18,Racing,PS,1994,4,2000,16,6,0.02,0.01,0.0,0.0,0.03
14252,Max & the Magic Marker,Other,2011,5,Platform,Wii,2006,5,2016,0,10,0.0,0.03,0.0,0.0,0.03
14253,Ao no Kanata no Four Rhythm,Other,2016,0,Adventure,PSV,2011,5,2016,0,5,0.0,0.0,0.03,0.0,0.03
14254,StormLover,D3Publisher,2010,6,Adventure,PSP,2004,6,2014,2,10,0.0,0.0,0.03,0.0,0.03
14255,Gloria Union,Other,2011,5,Role-Playing,PSP,2004,7,2014,2,10,0.0,0.0,0.03,0.0,0.03
14256,Gensou Suikoden I & II,Konami Digital Entertainment,2006,10,Role-Playing,PSP,2004,2,2014,2,10,0.0,0.0,0.03,0.0,0.03
14257,Worms: WMD,Other,2016,0,Action,PS4,2013,3,2016,0,3,0.01,0.02,0.0,0.0,0.03
14258,Shaun White Skateboarding,Ubisoft,2010,6,Sports,PC,1977,33,2016,0,39,0.0,0.03,0.0,0.01,0.03
14259,Eyeshield 21: DevilBats DevilDays,Nintendo,2006,10,Role-Playing,GBA,2001,5,2010,6,9,0.0,0.0,0.03,0.0,0.03
14260,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Namco Bandai Games,2014,2,Misc,WiiU,2012,2,2016,0,4,0.0,0.0,0.03,0.0,0.03
14261,Jyuzaengi: Engetsu Sangokuden,Idea Factory,2012,4,Action,PSP,2004,8,2014,2,10,0.0,0.0,0.03,0.0,0.03
14262,Ratatouille,THQ,2007,9,Action,PC,1977,30,2016,0,39,0.01,0.01,0.0,0.0,0.03
14263,Shin Sangoku Musou Online: Kamishou Ranbu,Tecmo Koei,2010,6,Action,PS3,2006,4,2016,0,10,0.0,0.0,0.03,0.0,0.03
14264,Rabbids Land,Ubisoft,2012,4,Misc,WiiU,2012,0,2016,0,4,0.01,0.01,0.0,0.0,0.03
14265,Dancing Blade II: Tears of Eden,Konami Digital Entertainment,1999,17,Adventure,PS,1994,5,2000,16,6,0.0,0.0,0.03,0.0,0.03
14266,Kokoro no Kokoron,Namco Bandai Games,2011,5,Misc,DS,2004,7,2013,3,9,0.0,0.0,0.03,0.0,0.03
14267,Hiiro no Kakera 3: Aoikuro no Kusabi,Idea Factory,2008,8,Adventure,PS2,2000,8,2013,3,13,0.0,0.0,0.03,0.0,0.03
14268,BeatMania IIDX 13: DistorteD,Konami Digital Entertainment,2007,9,Simulation,PS2,2000,7,2013,3,13,0.0,0.0,0.03,0.0,0.03
14269,Guild Wars,Other,2005,11,Role-Playing,PC,1977,28,2016,0,39,0.03,0.0,0.0,0.0,0.03
14270,Go! Go! Hypergrind,Other,2003,13,Sports,GC,2001,2,2007,9,6,0.02,0.01,0.0,0.0,0.03
14271,Great Edo Blacksmith,Nippon Ichi Software,2014,2,Adventure,PSV,2011,3,2016,0,5,0.0,0.0,0.03,0.0,0.03
14272,Keshisasu-Kun: Battle Kas-tival,Konami Digital Entertainment,2010,6,Action,DS,2004,6,2013,3,9,0.0,0.0,0.03,0.0,0.03
14273,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,Namco Bandai Games,2011,5,Misc,DS,2004,7,2013,3,9,0.0,0.0,0.03,0.0,0.03
14274,Peak Performance,Other,1997,19,Racing,PS,1994,3,2000,16,6,0.02,0.01,0.0,0.0,0.03
14275,Take On Helicopters,Other,2011,5,Simulation,PC,1977,34,2016,0,39,0.0,0.02,0.0,0.01,0.03
14276,Young Justice: Legacy,Namco Bandai Games,2013,3,Action,3DS,2011,2,2016,0,5,0.03,0.0,0.0,0.0,0.03
14277,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,Other,2012,4,Adventure,3DS,2011,1,2016,0,5,0.0,0.0,0.03,0.0,0.03
14278,DokiDoki Majo Shinpan! 2,Other,2008,8,Adventure,DS,2004,4,2013,3,9,0.0,0.0,0.03,0.0,0.03
14279,S.L.A.I.: Steel Lancer Arena International,Konami Digital Entertainment,2005,11,Simulation,PS2,2000,5,2013,3,13,0.01,0.01,0.0,0.0,0.03
14280,Freaky Flyers,Midway Games,2003,13,Racing,XB,2001,2,2009,7,8,0.02,0.01,0.0,0.0,0.03
14281,Nacho Libre,Other,2006,10,Action,DS,2004,2,2013,3,9,0.03,0.0,0.0,0.0,0.03
14282,Power Rangers Super Megaforce ,Namco Bandai Games,2014,2,Action,3DS,2011,3,2016,0,5,0.01,0.01,0.0,0.0,0.03
14283,Homeworld 2,Vivendi Games,2003,13,Strategy,PC,1977,26,2016,0,39,0.0,0.03,0.0,0.0,0.03
14284,Zoboomafoo: Leapin' Lemurs!,Other,2001,15,Action,PS,1994,7,2000,16,6,0.02,0.01,0.0,0.0,0.03
14285,Rayman 3: Hoodlum Havoc,Ubisoft,2003,13,Platform,PC,1977,26,2016,0,39,0.0,0.03,0.0,0.0,0.03
14286,Dennou Senki Virtual-On Force,Sega,2010,6,Fighting,X360,2005,5,2016,0,11,0.0,0.0,0.03,0.0,0.03
14287,Rugby 15,Other,2015,1,Sports,X360,2005,10,2016,0,11,0.0,0.03,0.0,0.0,0.03
14288,Nettou! Powerful Koushien,Konami Digital Entertainment,2010,6,Sports,DS,2004,6,2013,3,9,0.0,0.0,0.03,0.0,0.03
14289,Graffiti Kingdom,505 Games,2004,12,Role-Playing,PS2,2000,4,2013,3,13,0.01,0.01,0.0,0.0,0.03
14290,King Arthur II,Other,2011,5,Strategy,PC,1977,34,2016,0,39,0.0,0.03,0.0,0.0,0.03
14291,Armored Core SL: Silent Line Portable,Other,2009,7,Simulation,PSP,2004,5,2014,2,10,0.0,0.0,0.03,0.0,0.03
14292,Looney Tunes: Galactic Sports,Sony Computer Entertainment,2015,1,Action,PSV,2011,4,2016,0,5,0.0,0.02,0.0,0.01,0.03
14293,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,Other,2008,8,Adventure,PSP,2004,4,2014,2,10,0.0,0.0,0.03,0.0,0.03
14294,Lethal Enforcers I & II,Konami Digital Entertainment,1996,20,Shooter,PS,1994,2,2000,16,6,0.02,0.01,0.0,0.0,0.03
14295,Bubble Bobble Evolution,Other,2006,10,Puzzle,PSP,2004,2,2014,2,10,0.03,0.0,0.0,0.0,0.03
14296,Klonoa 2: Dream Champ Tournament,Namco Bandai Games,2002,14,Platform,GBA,2001,1,2010,6,9,0.02,0.01,0.0,0.0,0.03
14297,Who Wants to be a Millionaire: 1st Edition,Ubisoft,2007,9,Misc,DS,2004,3,2013,3,9,0.0,0.03,0.0,0.0,0.03
14298,N+,Atari,2007,9,Platform,PSP,2004,3,2014,2,10,0.03,0.0,0.0,0.0,0.03
14299,Minna no Golf Jou Vol.1,Sony Computer Entertainment,2007,9,Sports,PSP,2004,3,2014,2,10,0.0,0.0,0.03,0.0,0.03
14300,Ducati World Racing Challenge,Acclaim Entertainment,2001,15,Racing,PS,1994,7,2000,16,6,0.02,0.01,0.0,0.0,0.03
14301,Super Collapse! II,Other,2004,12,Puzzle,GBA,2001,3,2010,6,9,0.02,0.01,0.0,0.0,0.03
14302,Pop'n Music 14 Fever!,Konami Digital Entertainment,2007,9,Misc,PS2,2000,7,2013,3,13,0.0,0.0,0.03,0.0,0.03
14303,Golden Nugget Casino / Texas Hold 'Em Double Pack,Other,2005,11,Misc,GBA,2001,4,2010,6,9,0.02,0.01,0.0,0.0,0.03
14304,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,Other,2010,6,Role-Playing,PSP,2004,6,2014,2,10,0.0,0.0,0.03,0.0,0.03
14305,Lux-Pain (JP sales),Other,2008,8,Adventure,DS,2004,4,2013,3,9,0.0,0.0,0.03,0.0,0.03
14306,Smashing Drive,Zoo Digital Publishing,2004,12,Racing,GBA,2001,3,2010,6,9,0.02,0.01,0.0,0.0,0.03
14307,Away: Shuffle Dungeon,Other,2008,8,Role-Playing,DS,2004,4,2013,3,9,0.02,0.0,0.0,0.0,0.03
14308,Big Mountain 2000,Other,1998,18,Sports,N64,1996,2,2002,14,6,0.02,0.01,0.0,0.0,0.03
14309,Starshot: Space Circus Fever,Other,1998,18,Platform,N64,1996,2,2002,14,6,0.02,0.01,0.0,0.0,0.03
14310,Charlie Blasts Territory,Other,1999,17,Action,N64,1996,3,2002,14,6,0.02,0.01,0.0,0.0,0.03
14311,Senko no Ronde DUO,Other,2010,6,Fighting,X360,2005,5,2016,0,11,0.0,0.0,0.03,0.0,0.03
14312,Knights of Honor,Other,2004,12,Strategy,PC,1977,27,2016,0,39,0.0,0.02,0.0,0.01,0.03
14313,CIMA: The Enemy,Other,2003,13,Role-Playing,GBA,2001,2,2010,6,9,0.02,0.01,0.0,0.0,0.03
14314,Tokimeki Memorial Girl's Side 1st Love Plus,Konami Digital Entertainment,2009,7,Adventure,DS,2004,5,2013,3,9,0.0,0.0,0.03,0.0,0.03
14315,The Inner World,Other,2013,3,Adventure,PC,1977,36,2016,0,39,0.0,0.03,0.0,0.0,0.03
14316,Katekyoo Hitman Reborn! Kizuna no Tag Battle,Other,2010,6,Fighting,PSP,2004,6,2014,2,10,0.0,0.0,0.03,0.0,0.03
14317,Code Geass: Hangyaku no Lelouch,Namco Bandai Games,2007,9,Action,DS,2004,3,2013,3,9,0.0,0.0,0.03,0.0,0.03
14318,Terraria,505 Games,2016,0,Action,WiiU,2012,4,2016,0,4,0.0,0.03,0.0,0.0,0.03
14319,Hudson x GReeeeN Live!? DeeeeS!?,Other,2010,6,Misc,DS,2004,6,2013,3,9,0.0,0.0,0.03,0.0,0.03
14320,Daibakushou: Jinsei Gekijou,Other,1995,21,Misc,SNES,1990,5,2003,13,13,0.0,0.0,0.03,0.0,0.03
14321,Marble Madness / Klax,Zoo Digital Publishing,2005,11,Puzzle,GBA,2001,4,2010,6,9,0.02,0.01,0.0,0.0,0.03
14322,Downstream Panic!,Atari,2008,8,Action,PSP,2004,4,2014,2,10,0.03,0.0,0.0,0.0,0.03
14323,Suzumiya Haruhi no Chokuretsu,Sega,2009,7,Adventure,DS,2004,5,2013,3,9,0.0,0.0,0.03,0.0,0.03
14324,DJ Max Portable 3,Other,2010,6,Misc,PSP,2004,6,2014,2,10,0.01,0.0,0.02,0.0,0.03
14325,Boot Camp Academy,Other,2010,6,Action,Wii,2006,4,2016,0,10,0.03,0.0,0.0,0.0,0.03
14326,The Idolmaster: Gravure For You! Vol. 5,Namco Bandai Games,2012,4,Misc,PS3,2006,6,2016,0,10,0.0,0.0,0.03,0.0,0.03
14327,S.Y.K Renshouden,Idea Factory,2010,6,Adventure,PS2,2000,10,2013,3,13,0.0,0.0,0.03,0.0,0.03
14328,Empire Earth II,Vivendi Games,2005,11,Strategy,PC,1977,28,2016,0,39,0.0,0.03,0.0,0.0,0.03
14329,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,Idea Factory,2011,5,Adventure,PSP,2004,7,2014,2,10,0.0,0.0,0.03,0.0,0.03
14330,Pet Alien: An Intergalactic Puzzlepalooza,Other,2007,9,Action,DS,2004,3,2013,3,9,0.03,0.0,0.0,0.0,0.03
14331,Nectaris: Military Madness,Other,1998,18,Strategy,PS,1994,4,2000,16,6,0.02,0.01,0.0,0.0,0.03
14332,Galaxy Angel II: Mugen Kairou no Kagi,Other,2007,9,Strategy,PS2,2000,7,2013,3,13,0.0,0.0,0.03,0.0,0.03
14333,D.C.I.F.: Da Capo Innocent Finale,Other,2009,7,Adventure,PS2,2000,9,2013,3,13,0.0,0.0,0.03,0.0,0.03
14334,Konpeki no Kantai,Other,1995,21,Strategy,SNES,1990,5,2003,13,13,0.0,0.0,0.03,0.0,0.03
14335,Who Wants to be a Millionaire: 1st Edition,Ubisoft,2007,9,Misc,Wii,2006,1,2016,0,10,0.0,0.03,0.0,0.0,0.03
14336,BRAHMA Force: The Assault on Beltlogger 9,Other,1996,20,Shooter,PS,1994,2,2000,16,6,0.02,0.01,0.0,0.0,0.03
14337,Tenka-bito,Sega,2006,10,Strategy,PS2,2000,6,2013,3,13,0.0,0.0,0.03,0.0,0.03
14338,Hot Pixel,Atari,2007,9,Puzzle,PSP,2004,3,2014,2,10,0.03,0.0,0.0,0.0,0.03
14339,Doodle Hex,Other,2008,8,Puzzle,DS,2004,4,2013,3,9,0.0,0.03,0.0,0.0,0.03
14340,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,Other,2015,1,Role-Playing,PSV,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14341,Valentino Rossi: The Game,Namco Bandai Games,2016,0,Racing,XOne,2013,3,2016,0,3,0.01,0.02,0.0,0.0,0.03
14342,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,Other,2009,7,Action,DS,2004,5,2013,3,9,0.0,0.0,0.03,0.0,0.03
14343,Codename: Panzers Cold War,Atari,2009,7,Strategy,PC,1977,32,2016,0,39,0.0,0.02,0.0,0.0,0.03
14344,Robo Pit,Other,1995,21,Fighting,PS,1994,1,2000,16,6,0.02,0.01,0.0,0.0,0.03
14345,Story Hour: Adventures,Zoo Digital Publishing,2008,8,Adventure,Wii,2006,2,2016,0,10,0.03,0.0,0.0,0.0,0.03
14346,Muv-Luv Alternative: Total Eclipse,Other,2013,3,Simulation,PS3,2006,7,2016,0,10,0.0,0.0,0.03,0.0,0.03
14347,R-Type III: The Third Lightning,Zoo Digital Publishing,2004,12,Shooter,GBA,2001,3,2010,6,9,0.02,0.01,0.0,0.0,0.03
14348,Star Wars: The Force Unleashed II,Other,2010,6,Action,PC,1977,33,2016,0,39,0.03,0.0,0.0,0.0,0.03
14349,Heathcliff! The Fast and the Furriest,Other,2010,6,Racing,Wii,2006,4,2016,0,10,0.03,0.0,0.0,0.0,0.03
14350,Darius Burst: Chronicle Saviours,Other,2016,0,Action,PSV,2011,5,2016,0,5,0.0,0.0,0.03,0.0,0.03
14351,Blokus Portable: Steambot Championship,Other,2006,10,Puzzle,PSP,2004,2,2014,2,10,0.03,0.0,0.0,0.0,0.03
14352,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,Other,2016,0,Role-Playing,3DS,2011,5,2016,0,5,0.0,0.0,0.03,0.0,0.03
14353,Hakuouki,Idea Factory,2008,8,Adventure,PS2,2000,8,2013,3,13,0.0,0.0,0.03,0.0,0.03
14354,Atomic Betty,Atari,2005,11,Puzzle,GBA,2001,4,2010,6,9,0.02,0.01,0.0,0.0,0.03
14355,"Princess Natasha: Student, Secret Agent, Princess",Zoo Digital Publishing,2006,10,Action,DS,2004,2,2013,3,9,0.03,0.0,0.0,0.0,0.03
14356,Doom,Other,1992,24,Shooter,PC,1977,15,2016,0,39,0.02,0.0,0.0,0.0,0.03
14357,Robin Hood: Defender of the Crown,Capcom,2003,13,Strategy,XB,2001,2,2009,7,8,0.02,0.01,0.0,0.0,0.03
14358,Monster Hunter Frontier Online: Season 10,Capcom,2011,5,Role-Playing,X360,2005,6,2016,0,11,0.0,0.0,0.03,0.0,0.03
14359,Street Jam Basketball,Zoo Digital Publishing,2004,12,Sports,GBA,2001,3,2010,6,9,0.02,0.01,0.0,0.0,0.03
14360,Armored Core: Last Raven Portable,Other,2010,6,Simulation,PSP,2004,6,2014,2,10,0.0,0.0,0.03,0.0,0.03
14361,Master of Monsters: Disciples of Gaia,Other,1997,19,Strategy,PS,1994,3,2000,16,6,0.02,0.01,0.0,0.0,0.03
14362,SD Gundam: Gashapon Wars,Namco Bandai Games,2010,6,Strategy,Wii,2006,4,2016,0,10,0.0,0.0,0.03,0.0,0.03
14363,Curious George,Namco Bandai Games,2006,10,Action,XB,2001,5,2009,7,8,0.02,0.01,0.0,0.0,0.03
14364,Disney's Aladdin,Capcom,2003,13,Platform,GBA,2001,2,2010,6,9,0.02,0.01,0.0,0.0,0.03
14365,Virtual Pool: Tournament Edition,Other,2005,11,Sports,XB,2001,4,2009,7,8,0.02,0.01,0.0,0.0,0.03
14366,Phantasy Star Online 2: Episode 3 Deluxe Package,Sega,2015,1,Action,PSV,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14367,SimCity,Other,1988,28,Simulation,PC,1977,11,2016,0,39,0.0,0.02,0.0,0.01,0.03
14368,Nippon no Asoko de,Sony Computer Entertainment,2008,8,Misc,PSP,2004,4,2014,2,10,0.0,0.0,0.03,0.0,0.03
14369,Harry Potter and the Half-Blood Prince,Electronic Arts,2009,7,Action,PC,1977,32,2016,0,39,0.0,0.03,0.0,0.0,0.03
14370,Higurashi no Naku Koro ni Iki,Other,2015,1,Action,PSV,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14371,Harley-Davidson: Road Trip,Other,2010,6,Racing,Wii,2006,4,2016,0,10,0.03,0.0,0.0,0.0,0.03
14372,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,Idea Factory,2015,1,Role-Playing,PSV,2011,4,2016,0,5,0.01,0.01,0.01,0.0,0.03
14373,MapleStory DS,Other,2010,6,Role-Playing,DS,2004,6,2013,3,9,0.0,0.0,0.03,0.0,0.03
14374,Playmobil Top Agents,Other,2010,6,Action,DS,2004,6,2013,3,9,0.0,0.03,0.0,0.0,0.03
14375,Doom 3 BFG Edition,Other,2012,4,Shooter,PC,1977,35,2016,0,39,0.0,0.02,0.0,0.0,0.03
14376,Pimp My Ride: Street Racing,Activision,2009,7,Racing,DS,2004,5,2013,3,9,0.03,0.0,0.0,0.0,0.03
14377,Romance of the Three Kingdoms II,Tecmo Koei,2015,1,Strategy,3DS,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14378,Popeye: Rush for Spinach,Atari,2005,11,Platform,GBA,2001,4,2010,6,9,0.02,0.01,0.0,0.0,0.03
14379,Culdcept,Sega,2002,14,Strategy,PS2,2000,2,2013,3,13,0.01,0.01,0.0,0.0,0.03
14380,Blue Breaker: Ken Yorimo Hohoemi o,Other,1996,20,Role-Playing,PCFX,1994,2,1998,18,4,0.0,0.0,0.03,0.0,0.03
14381,Bladestorm: Nightmare,Tecmo Koei,2015,1,Action,PS3,2006,9,2016,0,10,0.0,0.0,0.03,0.0,0.03
14382,BeatMania IIDX 15: DJ Troopers,Konami Digital Entertainment,2008,8,Simulation,PS2,2000,8,2013,3,13,0.0,0.0,0.03,0.0,0.03
14383,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,Other,2011,5,Misc,PSP,2004,7,2014,2,10,0.0,0.0,0.03,0.0,0.03
14384,Planet of the Apes,Ubisoft,2001,15,Action,GBA,2001,0,2010,6,9,0.02,0.01,0.0,0.0,0.03
14385,OZMAFIA!! -vivace-,Other,2015,1,Adventure,PSV,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14386,Drake & Josh: Talent Showdown,THQ,2007,9,Adventure,DS,2004,3,2013,3,9,0.03,0.0,0.0,0.0,0.03
14387,Hissatsu Pachinko Collection 3,Other,1995,21,Misc,SNES,1990,5,2003,13,13,0.0,0.0,0.03,0.0,0.03
14388,Real World Golf,Other,2006,10,Sports,XB,2001,5,2009,7,8,0.02,0.01,0.0,0.0,0.03
14389,Kung Fu Panda: Showdown of Legendary Legends,Other,2015,1,Action,3DS,2011,4,2016,0,5,0.0,0.03,0.0,0.0,0.03
14390,Oumagatoki: Kaidan Romance,Other,2012,4,Action,PSP,2004,8,2014,2,10,0.0,0.0,0.03,0.0,0.03
14391,GTR Evolution,Atari,2008,8,Racing,PC,1977,31,2016,0,39,0.0,0.02,0.0,0.0,0.03
14392,Mahjong Kakutou Club: Zenkoku Taisenban,Konami Digital Entertainment,2006,10,Misc,PS3,2006,0,2016,0,10,0.0,0.0,0.03,0.0,0.03
14393,Hayate no Gotoku! Nightmare Paradise,Konami Digital Entertainment,2009,7,Adventure,PSP,2004,5,2014,2,10,0.0,0.0,0.03,0.0,0.03
14394,Lords of the Fallen,Square Enix,2014,2,Role-Playing,PC,1977,37,2016,0,39,0.0,0.03,0.0,0.0,0.03
14395,NBA 08,Sony Computer Entertainment,2007,9,Sports,PSP,2004,3,2014,2,10,0.03,0.0,0.0,0.0,0.03
14396,Sins of a Solar Empire,Other,2008,8,Strategy,PC,1977,31,2016,0,39,0.0,0.02,0.0,0.0,0.03
14397,New Tokyo Legacy: Operation Babel,Other,2015,1,Role-Playing,PSV,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14398,The Wolf Among Us,Other,2011,5,Adventure,X360,2005,6,2016,0,11,0.01,0.02,0.0,0.0,0.03
14399,HappinessCharge PreCure! Kawarun Collection,Namco Bandai Games,2014,2,Misc,3DS,2011,3,2016,0,5,0.0,0.0,0.03,0.0,0.03
14400,Nanashi no Game Me,Square Enix,2009,7,Action,DS,2004,5,2013,3,9,0.0,0.0,0.03,0.0,0.03
14401,NBA 2K13,Take-Two Interactive,2012,4,Sports,PC,1977,35,2016,0,39,0.0,0.02,0.0,0.0,0.03
